Tot_ID,Loc,Date,Mo,QTR,I D,Sex,Age,Mass,FA,MFA,BCS,PregY,LactY,PupY,SeroPos,LUM,PCRPos,CHIP,CHIPY
886,FA,1-Nov-09,11,4,9_84,F,J,418,148,2.82,F,NA,NA,NA,N,322,0,27271127,1
887,FA,1-Nov-09,11,4,9_85,M,J,469,156,3.01,G,NA,NA,NA,Y,1987,0,27100798,1
888,FA,1-Nov-09,11,4,9_86,F,J,331,147,2.25,F,NA,NA,NA,N,196,0,27260036,1
889,FA,1-Nov-09,11,4,9_87,M,J,432,152,2.84,F,NA,NA,NA,N,78,0,27110283,1
890,FA,1-Nov-09,11,4,9_88,F,J,359,151,2.38,F,NA,NA,NA,N,90,0,27109772,1
891,FA,1-Nov-09,11,4,9_89,M,A,645,171,3.77,G,NA,NA,NA,N,309,0,27262366,1
892,FA,1-Nov-09,11,4,9_90,M,A,740,175,4.23,G,NA,NA,NA,N,138,0,27104002,1
893,FA,1-Nov-09,11,4,9_91,F,A,501,158,3.17,F,N,N,N,Y,1918,0,27282799,1
894,FA,1-Nov-09,11,4,9_92,F,J,446,152,2.93,F,NA,NA,NA,Y,1615,0,27116878,1
895,FA,1-Nov-09,11,4,9_93,F,A,691,172,4.02,G,Y,N,N,Y,26294,0,27259527,1
896,FA,1-Nov-09,11,4,9_94,F,A,640,169,3.79,G,Y,N,N,Y,1232,0,27260574,1
897,FA,1-Nov-09,11,4,9_95,M,A,805,181,4.45,G,NA,NA,NA,Y,9614,0,27116612,1
898,FA,1-Nov-09,11,4,9_96,M,A,762,172,4.43,G,NA,NA,NA,N,112,0,27259617,1
899,FA,1-Nov-09,11,4,9_97,M,A,655,165,3.97,G,NA,NA,NA,Y,16740,0,27284007,1
900,FA,1-Nov-09,11,4,9_98,M,J,421,153,2.75,F,NA,NA,NA,Y,1160,0,27103047,1
901,FA,1-Nov-09,11,4,9_99,F,A,627,150,4.18,G,N,N,N,Y,17048,0,27262799,1
902,FA,1-Nov-09,11,4,9_100,M,J,403,147,2.74,F,NA,NA,NA,Y,1813,0,27103578,1
903,FA,1-Feb-10,2,1,10_1,F,A,611,172,3.55,F,Y,N,N,Y,2910,0,27278610,1
904,FA,1-Feb-10,2,1,10_2,F,A,690,172,4.01,G,Y,N,N,Y,12813,0,27301584,1
905,FA,1-Feb-10,2,1,10_3,M,A,821,174,4.72,G,NA,NA,NA,Y,27304,0,27296884,1
906,FA,1-Feb-10,2,1,10_4,M,J,375,142,2.64,F,NA,NA,NA,N,339,0,27099813,1
907,FA,1-Feb-10,2,1,10_5,M,J,390,144,2.71,F,NA,NA,NA,Y,4362,0,27262844,1
908,FA,1-Feb-10,2,1,10_6,F,J,411,152,2.7,G,NA,NA,NA,N,383,0,27257033,1
909,FA,1-Feb-10,2,1,10_7,F,A,570,169,3.37,F,N,N,N,N,101,0,27299838,1
910,FA,1-Feb-10,2,1,10_8,F,A,636,170,3.74,F,Y,N,N,Y,16261,0,27111086,1
911,FA,1-Feb-10,2,1,10_9,M,J,435,148,2.94,G,NA,NA,NA,Y,1929,0,27110282,1
912,FA,1-Feb-10,2,1,10_10,M,J,397,150,2.65,G,NA,NA,NA,N,667,0,27102342,1
913,FA,1-Feb-10,2,1,10_11,M,A,702,178,3.94,G,NA,NA,NA,Y,24291,0,27124525,1
914,FA,1-Feb-10,2,1,10_12,M,A,778,182,4.27,G,NA,NA,NA,Y,6662,0,27260811,1
915,FA,1-Feb-10,2,1,10_13,M,J,418,160,2.61,G,NA,NA,NA,N,72,0,27306291,1
916,FA,1-Feb-10,2,1,10_14,F,A,672,175,3.84,G,Y,N,N,Y,23919,0,27099381,1
917,FA,1-Feb-10,2,1,10_15,F,J,365,142,2.57,F,NA,NA,NA,N,126,0,27256271,1
918,FA,1-Feb-10,2,1,10_16,F,A,587,165,3.56,F,Y,N,N,Y,4108,0,27282105,1
919,FA,1-Feb-10,2,1,10_17,F,A,622,169,3.68,F,Y,N,N,Y,9287,0,27280599,1
920,FA,1-Feb-10,2,1,10_18,M,A,614,170,3.61,G,NA,NA,NA,Y,26253,0,27256086,1
921,FA,1-Feb-10,2,1,10_19,F,A,651,170,3.83,F,Y,N,N,N,97,0,27126256,1
922,FA,1-Feb-10,2,1,10_20,M,A,677,172,3.94,G,NA,NA,NA,N,332,0,27121084,1
923,FA,1-Feb-10,2,1,10_21,F,A,680,171,3.98,G,N,N,N,Y,28374,0,27257000,1
924,FA,1-Feb-10,2,1,10_22,M,A,495,158,3.13,F,NA,NA,NA,Y,7027,0,27258791,1
925,FA,1-Feb-10,2,1,10_23,F,A,708,170,4.16,G,Y,N,N,Y,25264,0,27300125,1
926,FA,1-Feb-10,2,1,10_24,M,A,702,168,4.18,G,NA,NA,NA,Y,3242,0,26789012,1
927,FA,1-Feb-10,2,1,10_25,F,J,457,153,2.99,G,NA,NA,NA,N,185,0,27113287,1
928,FA,1-Feb-10,2,1,10_26,M,J,427,148,2.89,G,NA,NA,NA,N,61,0,27259566,1
929,FA,1-Feb-10,2,1,10_27,F,J,413,161,2.57,G,NA,NA,NA,N,64,0,27281051,1
930,FA,1-Feb-10,2,1,10_28,F,J,439,151,2.91,G,NA,NA,NA,N,121,0,27108286,1
931,FA,1-Feb-10,2,1,10_29,M,A,538,168,3.2,F,NA,NA,NA,N,464,0,27256635,1
932,FA,1-Feb-10,2,1,10_30,M,J,398,155,2.57,G,NA,NA,NA,N,70,0,27124593,1
933,FA,1-Feb-10,2,1,10_31,F,J,374,148,2.53,F,NA,NA,NA,N,129,0,27256786,1
934,FA,1-Feb-10,2,1,10_32,M,A,507,153,3.31,F,NA,NA,NA,N,68,0,27291315,1
935,FA,1-Feb-10,2,1,10_33,M,J,498,161,3.09,G,NA,NA,NA,N,55,0,27099378,1
936,FA,1-Feb-10,2,1,10_34,M,J,396,152,2.61,F,NA,NA,NA,N,68,0,27124793,1
937,FA,1-Feb-10,2,1,10_35,M,A,698,165,4.23,G,NA,NA,NA,N,656,0,27301857,1
938,FA,1-Feb-10,2,1,10_36,M,A,597,172,3.47,G,NA,NA,NA,N,317,0,27101578,1
939,FA,1-Feb-10,2,1,10_37,F,J,380,146,2.6,F,NA,NA,NA,N,511,0,27125608,1
940,FA,1-Feb-10,2,1,10_38,F,A,673,168,4.01,G,Y,N,N,Y,1380,0,27284811,1
941,FA,1-Feb-10,2,1,10_39,F,J,415,154,2.69,G,NA,NA,NA,N,44,0,27282892,1
942,FA,1-Feb-10,2,1,10_40,F,A,416,151,2.75,F,Y,N,N,N,758,0,27102818,1
943,FA,1-Feb-10,2,1,10_41,M,A,766,171,4.48,G,NA,NA,NA,Y,17833,0,27281005,1
944,FA,1-Feb-10,2,1,10_42,F,J,428,153,2.8,G,NA,NA,NA,N,55,0,27286125,1
945,FA,1-Feb-10,2,1,10_43,M,J,422,154,2.74,G,NA,NA,NA,Y,1065,0,27118283,1
946,FA,1-Feb-10,2,1,10_44,M,A,607,165,3.68,G,NA,NA,NA,Y,24099,0,27256566,1
947,FA,1-Feb-10,2,1,10_45,M,J,437,153,2.86,G,NA,NA,NA,N,514,0,27262055,1
948,FA,1-Feb-10,2,1,10_46,F,J,387,149,2.6,F,NA,NA,NA,N,64,0,27293809,1
949,FA,1-Feb-10,2,1,10_47,F,J,378,147,2.57,F,NA,NA,NA,N,567,0,27122806,1
950,FA,1-Feb-10,2,1,10_48,M,A,739,172,4.3,G,NA,NA,NA,Y,4505,0,27256069,1
951,FA,1-Feb-10,2,1,10_49,M,J,401,155,2.59,G,NA,NA,NA,N,60,0,27265529,1
952,FA,1-Feb-10,2,1,10_50,F,A,695,175,3.97,F,Y,Y,N,Y,18595,0,27117806,1
953,FA,1-Feb-10,2,1,10_51,F,A,695,170,4.09,G,Y,Y,N,N,235,0,27262350,1
954,FA,1-Feb-10,2,1,10_52,F,A,658,168,3.92,F,Y,Y,N,Y,26467,0,27279775,1
955,FA,1-Feb-10,2,1,10_53,F,A,566,165,3.43,F,Y,N,N,N,163,0,26783883,1
956,FA,1-Feb-10,2,1,10_54,M,A,625,169,3.7,F,NA,NA,NA,N,151,0,27283887,1
957,FA,1-Feb-10,2,1,10_55,F,J,418,151,2.77,G,NA,NA,NA,N,123,0,27104057,1
958,FA,1-Feb-10,2,1,10_56,M,J,448,155,2.89,G,NA,NA,NA,N,141,0,27268340,1
959,FA,1-Feb-10,2,1,10_57,M,A,711,165,4.31,G,NA,NA,NA,N,74,0,27259533,1
960,FA,1-Feb-10,2,1,10_58,M,A,664,168,3.95,G,NA,NA,NA,Y,10797,0,27261587,1
961,FA,1-Feb-10,2,1,10_59,M,A,634,169,3.75,G,NA,NA,NA,N,123,0,27280065,1
962,FA,1-Feb-10,2,1,10_60,M,A,605,168,3.6,F,NA,NA,NA,N,866,0,27125575,1
963,FA,1-Feb-10,2,1,10_61,M,J,443,156,2.84,G,NA,NA,NA,N,170,0,27125604,1
964,FA,1-Feb-10,2,1,10_62,M,A,708,175,4.05,G,NA,NA,NA,Y,25405,0,27281113,1
965,FA,1-Feb-10,2,1,10_63,M,A,761,172,4.42,G,NA,NA,NA,Y,19433,0,27295804,1
966,FA,1-Feb-10,2,1,10_64,M,A,660,169,3.91,G,NA,NA,NA,Y,15693,0,27781364,1
967,FA,1-Feb-10,2,1,10_65,M,A,657,168,3.91,G,NA,NA,NA,N,320,0,27268022,1
968,FA,1-Feb-10,2,1,10_66,M,A,726,168,4.32,G,NA,NA,NA,Y,1581,0,27303819,1
969,FA,1-Feb-10,2,1,10_67,F,A,600,169,3.55,F,Y,N,N,Y,10839,0,27126268,1
970,FA,1-Feb-10,2,1,10_68,F,A,645,172,3.75,G,Y,Y,N,Y,21109,0,27267343,1
971,FA,1-Feb-10,2,1,10_69,M,A,629,172,3.66,G,NA,NA,NA,Y,15587,0,27285269,1
972,FA,1-Feb-10,2,1,10_70,M,A,681,168,4.05,G,NA,NA,NA,Y,11073,0,27301535,1
973,FA,1-Feb-10,2,1,10_71,M,A,675,170,3.97,G,NA,NA,NA,N,46,0,27294608,1
974,FA,1-Feb-10,2,1,10_72,M,A,719,172,4.18,G,NA,NA,NA,N,802,0,27262351,1
975,FA,1-Feb-10,2,1,10_73,F,J,342,142,2.41,F,NA,NA,NA,N,83,0,27274564,1
976,FA,1-Feb-10,2,1,10_74,M,A,774,172,4.5,G,NA,NA,NA,Y,4266,0,27270096,1
977,FA,1-Feb-10,2,1,10_75,M,J,431,152,2.84,G,NA,NA,NA,N,49,0,27101001,1
978,FA,1-Feb-10,2,1,10_76,M,A,656,170,3.86,G,NA,NA,NA,N,565,0,27121353,1
979,FA,1-Feb-10,2,1,10_77,M,A,706,167,4.23,G,NA,NA,NA,Y,2105,0,27102014,1
980,FA,1-Feb-10,2,1,10_78,F,A,594,168,3.54,F,Y,N,N,N,928,0,27266355,1
981,FA,1-Feb-10,2,1,10_79,M,J,496,155,3.2,G,NA,NA,NA,N,56,0,27121287,1
982,FA,1-Feb-10,2,1,10_80,M,A,818,172,4.76,G,NA,NA,NA,Y,5104,0,27102063,1
983,FA,1-Feb-10,2,1,10_81,M,A,768,172,4.47,G,NA,NA,NA,Y,1614,0,99618528,1
984,FA,1-Feb-10,2,1,10_82,M,A,701,175,4.01,G,NA,NA,NA,N,320,0,27298525,1
985,FA,1-Feb-10,2,1,10_83,M,A,670,170,3.94,G,NA,NA,NA,N,239,0,27123376,1
986,FA,1-Feb-10,2,1,10_84,M,A,588,171,3.44,F,NA,NA,NA,N,42,0,27122786,1
987,FA,1-Feb-10,2,1,10_85,F,J,407,148,2.75,F,NA,NA,NA,N,150,0,27287605,1
988,FA,1-Feb-10,2,1,10_86,M,A,766,172,4.45,G,NA,NA,NA,Y,692,0,27110824,1
989,FA,1-Feb-10,2,1,10_87,M,J,317,138,2.3,F,NA,NA,NA,N,108,0,27113259,1
990,FA,1-Feb-10,2,1,10_88,F,A,579,173,3.35,F,Y,Y,N,Y,5081,0,27281041,1
991,FA,1-Feb-10,2,1,10_89,F,A,641,171,3.75,G,Y,N,N,N,76,0,27265320,1
992,FA,1-Feb-10,2,1,10_90,F,A,612,167,3.66,F,Y,N,N,Y,4290,0,27124571,1
993,FA,1-Feb-10,2,1,10_91,M,J,421,155,2.72,G,NA,NA,NA,N,26,0,27272292,1
994,FA,1-Feb-10,2,1,10_92,M,J,432,158,2.73,G,NA,NA,NA,N,23,0,27298316,1
995,FA,1-Feb-10,2,1,10_93,M,J,405,149,2.72,G,NA,NA,NA,N,142,0,27123868,1
996,FA,1-Feb-10,2,1,10_94,F,J,457,156,2.93,G,NA,NA,NA,N,23,0,27307374,1
997,FA,1-Feb-10,2,1,10_95,M,A,664,171,3.88,G,NA,NA,NA,Y,674,0,27102043,1
998,FA,1-Feb-10,2,1,10_96,F,A,625,172,3.63,F,Y,Y,N,N,39,0,27280003,1
999,FA,1-Feb-10,2,1,10_97,M,J,481,161,2.99,G,NA,NA,NA,N,255,0,27275578,1
1000,FA,1-Feb-10,2,1,10_98,F,A,551,165,3.34,F,Y,Y,N,N,114,0,27100010,1
1001,FA,1-Feb-10,2,1,10_99,M,J,416,153,2.72,G,NA,NA,NA,N,147,0,27266610,1
1002,FA,1-Feb-10,2,1,10_100,F,A,648,171,3.79,G,Y,Y,N,Y,12029,0,27257850,1
1003,FA,1-Jun-10,6,2,11_1,F,A,654,171.48,3.81,F,N,Y,N,N,171,0,27098827,1
1004,FA,1-Jun-10,6,2,11_2,F,A,625,164.14,3.81,F,N,Y,N,Y,3522,0,27278785,1
1005,FA,1-Jun-10,6,2,11_3,M,A,816,171,4.77,G,NA,NA,NA,N,22,0,27101071,1
1006,FA,1-Jun-10,6,2,11_4,M,A,672,168.37,3.99,G,NA,NA,NA,N,28,0,27289308,1
1007,FA,1-Jun-10,6,2,11_5,M,A,626,172.33,3.63,G,NA,NA,NA,Y,1706,0,27122265,1
1008,FA,1-Jun-10,6,2,11_6,F,A,622,168.43,3.69,F,N,Y,N,Y,10376,0,27105109,1
1009,FA,1-Jun-10,6,2,11_7,M,A,892,176.58,5.05,G,NA,NA,NA,Y,658,0,27122882,1
1010,FA,1-Jun-10,6,2,11_8,F,A,608,163.15,3.73,G,N,Y,N,Y,4723,0,27121274,1
1011,FA,1-Jun-10,6,2,11_9,M,A,560,161.12,3.48,G,NA,NA,NA,N,27,0,27258040,1
1012,FA,1-Jun-10,6,2,11_10,M,A,671,165.8,4.05,G,NA,NA,NA,N,52,0,27306286,1
1013,FA,1-Jun-10,6,2,11_11,M,A,765,174.63,4.38,G,NA,NA,NA,Y,574,0,27306794,1
1014,FA,1-Jun-10,6,2,11_12,F,A,570,170.18,3.35,F,N,Y,N,N,26,0,27281513,1
1015,FA,1-Jun-10,6,2,11_13,F,A,593,171.49,3.46,F,N,Y,N,N,26,0,27122043,1
1016,FA,1-Jun-10,6,2,11_14,F,A,503,162.68,3.09,F,N,Y,N,Y,4441,0,27110629,1
1017,FA,1-Jun-10,6,2,11_15,F,A,592,172.36,3.43,F,N,Y,N,N,41,0,27276835,1
1018,FA,1-Jun-10,6,2,11_16,M,A,807,166.81,4.84,G,NA,NA,NA,N,425,0,27301824,1
1019,FA,1-Jun-10,6,2,11_17,M,J,192,138.8,1.38,G,NA,NA,NA,Y,2045,0,27103610,1
1020,FA,1-Jun-10,6,2,11_18,F,J,228,138.38,1.65,G,NA,NA,NA,N,27,0,27263554,1
1021,FA,1-Jun-10,6,2,11_19,F,J,269,136.48,1.97,G,NA,NA,NA,Y,3788,0,27122792,1
1022,FA,1-Jun-10,6,2,11_20,F,J,244,136.57,1.79,G,NA,NA,NA,Y,5491,0,27263290,1
1023,FA,1-Jun-10,6,2,11_21,F,J,174,131.62,1.32,F,NA,NA,NA,N,21,0,27099302,1
1024,FA,1-Jun-10,6,2,11_22,M,J,255,139.2,1.83,G,NA,NA,NA,N,21,0,27099630,1
1025,FA,1-Jun-10,6,2,11_23,M,J,251,138.09,1.82,F,NA,NA,NA,Y,3594,0,27099287,1
1026,FA,1-Jun-10,6,2,11_24,F,A,518,165.61,3.13,F,N,Y,N,N,18,0,27298057,1
1027,FA,1-Jun-10,6,2,11_25,F,A,561,167.66,3.35,F,N,Y,N,Y,12585,1,27268260,1
1028,FA,1-Jun-10,6,2,11_26,M,A,588,164.04,3.58,F,NA,NA,NA,N,30,1,27120256,1
1029,FA,1-Jun-10,6,2,11_27,M,A,629,166.84,3.77,G,NA,NA,NA,Y,585,0,27099568,1
1030,FA,1-Jun-10,6,2,11_28,M,A,684,173.55,3.94,G,NA,NA,NA,Y,3790,0,27110372,1
1031,FA,1-Jun-10,6,2,11_29,M,A,621,172.53,3.6,G,NA,NA,NA,Y,3544,0,27274263,1
1032,FA,1-Jun-10,6,2,11_30,F,A,692,175.21,3.95,G,N,Y,N,N,435,0,27109569,1
1033,FA,1-Jun-10,6,2,11_31,M,A,741,166.71,4.44,G,NA,NA,NA,N,480,0,27259374,1
1034,FA,1-Jun-10,6,2,11_32,M,J,219,135.1,1.62,G,NA,NA,NA,Y,758,1,27307126,1
1035,FA,1-Jun-10,6,2,11_33,M,J,257,141.89,1.81,G,NA,NA,NA,N,20,0,27302062,1
1036,FA,1-Jun-10,6,2,11_34,F,J,266,141.28,1.88,G,NA,NA,NA,N,67,0,27306082,1
1037,FA,1-Jun-10,6,2,11_35,M,J,193,131.11,1.47,F,NA,NA,NA,N,18,0,27258315,1
1038,FA,1-Jun-10,6,2,11_36,M,J,231,141.55,1.63,G,NA,NA,NA,N,51,0,27293837,1
1039,FA,1-Jun-10,6,2,11_37,M,A,470,162.68,2.89,F,NA,NA,NA,N,29,0,27115781,1
1040,FA,1-Jun-10,6,2,11_38,F,A,526,164.94,3.19,F,N,N,N,Y,14062,0,27274261,1
1041,FA,1-Jun-10,6,2,11_39,F,A,521,168,3.1,F,N,Y,N,N,31,0,27115796,1
1042,FA,1-Jun-10,6,2,11_40,M,A,812,174,4.67,G,NA,NA,NA,Y,837,0,27099063,1
1043,FA,1-Jun-10,6,2,11_41,M,A,504,165,3.05,F,NA,NA,NA,N,18,0,27271777,1
1044,FA,1-Jun-10,6,2,11_42,F,A,577,174,3.32,F,N,Y,N,Y,1364,0,27277052,1
1045,FA,1-Jun-10,6,2,11_43,M,A,851,175,4.86,G,NA,NA,NA,Y,6327,0,27125036,1
1046,FA,1-Jun-10,6,2,11_44,M,A,689,172,4.01,G,NA,NA,NA,Y,1018,0,27301580,1
1047,FA,1-Jun-10,6,2,11_45,M,A,580,170,3.41,G,NA,NA,NA,Y,4773,0,27260859,1
1048,FA,1-Jun-10,6,2,11_46,M,A,808,171,4.73,G,NA,NA,NA,Y,1693,0,27122274,1
1049,FA,1-Jun-10,6,2,11_47,F,A,562,164,3.43,F,N,Y,N,N,90,0,27271124,1
1050,FA,1-Jun-10,6,2,11_48,M,A,685,175,3.91,G,NA,NA,NA,Y,695,0,27277369,1
1051,FA,1-Jun-10,6,2,11_49,F,A,467,166,2.81,F,N,Y,N,N,21,0,27270328,1
1052,FA,1-Jun-10,6,2,11_50,F,A,662,177,3.74,F,N,Y,N,N,35,0,27275276,1
1053,FA,1-Jun-10,6,2,11_51,M,J,261,142,1.84,G,NA,NA,NA,Y,3192,0,27103366,1
1054,FA,1-Jun-10,6,2,11_52,F,J,202,142,1.42,F,NA,NA,NA,N,19,0,27275525,1
1055,FA,1-Jun-10,6,2,11_53,M,J,212,137,1.55,F,NA,NA,NA,N,72,0,27262781,1
1056,FA,1-Jun-10,6,2,11_54,F,J,213,143,1.49,G,NA,NA,NA,N,26,0,27284119,1
1057,FA,1-Jun-10,6,2,11_55,M,A,626,171,3.66,F,NA,NA,NA,Y,1570,0,27115769,1
1058,FA,1-Jun-10,6,2,11_56,F,A,647,178,3.63,G,N,Y,N,Y,1650,0,27304054,1
1059,FA,1-Jun-10,6,2,11_57,M,A,728,174,4.18,G,NA,NA,NA,Y,2704,0,27281521,1
1060,FA,1-Jun-10,6,2,11_58,F,A,506,169,2.99,F,N,Y,N,Y,8178,0,27307031,1
1061,FA,1-Jun-10,6,2,11_59,M,A,524,164,3.2,F,NA,NA,NA,N,30,0,27123279,1
1062,FA,1-Jun-10,6,2,11_60,M,A,653,167,3.91,G,NA,NA,NA,Y,5567,0,27294257,1
1063,FA,1-Jun-10,6,2,11_61,M,A,864,180,4.8,G,NA,NA,NA,Y,1823,0,27265838,1
1064,FA,1-Jun-10,6,2,11_62,F,A,620,171,3.63,F,N,Y,N,Y,4003,0,27266367,1
1065,FA,1-Jun-10,6,2,11_63,M,A,833,172,4.84,G,NA,NA,NA,Y,1838,0,27105846,1
1066,FA,1-Jun-10,6,2,11_64,M,A,835,172,4.85,F,NA,NA,NA,Y,3115,0,27302360,1
1067,FA,1-Jun-10,6,2,11_65,F,A,580,172,3.37,F,N,Y,N,Y,8784,0,27262631,1
1068,FA,1-Jun-10,6,2,11_66,M,A,526,163,3.23,F,NA,NA,NA,N,25,0,27123348,1
1069,FA,1-Jun-10,6,2,11_67,M,J,232,147,1.58,G,NA,NA,NA,N,10,0,27291564,1
1070,FA,1-Jun-10,6,2,11_68,F,J,176,125,1.41,F,NA,NA,NA,N,345,0,27107382,1
1071,FA,1-Jun-10,6,2,11_69,F,J,206,130,1.58,F,NA,NA,NA,N,595,0,27266837,1
1072,FA,1-Jun-10,6,2,11_70,M,J,275,142,1.94,G,NA,NA,NA,N,232,0,27300600,1
1073,FA,1-Jun-10,6,2,11_71,M,J,233,136,1.71,G,NA,NA,NA,N,119,0,27123574,1
1074,FA,1-Jun-10,6,2,11_72,M,J,235,131,1.79,F,NA,NA,NA,Y,23788,0,27287557,1
1075,FA,1-Jun-10,6,2,11_73,F,J,282,140,2.01,F,NA,NA,NA,N,162,0,27306782,1
1076,FA,1-Jun-10,6,2,11_74,F,J,270,134,2.01,F,NA,NA,NA,N,119,0,27262313,1
1077,FA,1-Jun-10,6,2,11_75,M,A,781,172,4.54,G,NA,NA,NA,N,372,0,27291593,1
1078,FA,1-Jun-10,6,2,11_76,F,A,609,166,3.67,F,N,Y,N,N,108,0,27120620,1
1079,FA,1-Jun-10,6,2,11_77,M,A,574,164,3.5,F,NA,NA,NA,N,237,0,27099819,1
1080,FA,1-Jun-10,6,2,11_78,M,A,551,167,3.3,F,NA,NA,NA,Y,1738,0,27270611,1
1081,FA,1-Jun-10,6,2,11_79,F,A,685,174,3.94,F,N,Y,N,N,81,0,27273321,1
1082,FA,1-Jun-10,6,2,11_80,F,A,592,169,3.5,F,N,Y,N,Y,15905,0,27304350,1
1083,FA,1-Jun-10,6,2,11_81,M,A,553,165,3.35,F,NA,NA,NA,N,87,0,27262598,1
1084,FA,1-Jun-10,6,2,11_82,M,A,881,177,4.98,G,NA,NA,NA,Y,2828,0,27265127,1
1085,FA,1-Jun-10,6,2,11_83,F,A,530,168,3.15,F,N,Y,N,Y,4861,0,27120558,1
1086,FA,1-Jun-10,6,2,11_84,M,A,783,171,4.58,G,NA,NA,NA,Y,10544,0,27261124,1
1087,FA,1-Jun-10,6,2,11_85,F,A,595,166,3.58,G,N,Y,N,N,335,0,27118630,1
1088,FA,1-Jun-10,6,2,11_86,M,A,684,170,4.02,G,NA,NA,NA,N,259,0,27306360,1
1089,FA,1-Jun-10,6,2,11_87,F,J,294,143,2.06,F,NA,NA,NA,N,144,0,27298353,1
1090,FA,1-Jun-10,6,2,11_88,M,J,213,135,1.58,F,NA,NA,NA,N,319,0,27286851,1
1091,FA,1-Jun-10,6,2,11_89,M,J,260,140,1.86,G,NA,NA,NA,Y,1883,0,27099346,1
1092,FA,1-Jun-10,6,2,11_90,F,J,182,125,1.46,F,NA,NA,NA,Y,23015,0,27281008,1
1093,FA,1-Jun-10,6,2,11_91,M,A,915,182,5.03,G,NA,NA,NA,Y,8936,0,27257514,1
1094,FA,1-Jun-10,6,2,11_92,F,A,657,160,4.11,G,N,Y,N,N,145,0,27108618,1
1095,FA,1-Jun-10,6,2,11_93,F,A,564,173,3.26,F,N,Y,N,N,109,0,27306074,1
1096,FA,1-Jun-10,6,2,11_94,M,A,743,170,4.37,F,NA,NA,NA,N,124,0,27306012,1
1097,FA,1-Jun-10,6,2,11_95,M,A,611,165,3.7,G,NA,NA,NA,N,176,0,27304594,1
1098,FA,1-Jun-10,6,2,11_96,F,A,478,164,2.91,P,N,Y,N,N,127,0,27121865,1
1099,FA,1-Jun-10,6,2,11_97,F,A,583,162,3.6,F,N,Y,N,Y,14907,0,27258360,1
1100,FA,1-Jun-10,6,2,11_98,F,A,707,171,4.13,F,N,Y,N,Y,25637,0,27126060,1
1101,FA,1-Jun-10,6,2,11_99,F,A,674,169,3.99,F,N,Y,N,Y,6006,0,27302088,1
1102,FA,1-Jun-10,6,2,11_100,M,A,768,173,4.44,G,NA,NA,NA,Y,1736,0,27121095,1
1103,FA,1-Sep-10,9,3,12_1,M,J,390,150,2.6,F,NA,NA,NA,N,269,0,27259626,1
1104,FA,1-Sep-10,9,3,12_2,F,J,391,155,2.52,F,NA,NA,NA,Y,2309,0,27127540,1
1105,FA,1-Sep-10,9,3,12_3,M,J,428,156,2.74,F,NA,NA,NA,N,283,0,27281841,1
1106,FA,1-Sep-10,9,3,12_4,M,J,406,152,2.67,F,NA,NA,NA,N,96,0,27102513,1
1107,FA,1-Sep-10,9,3,12_5,F,J,427,156,2.74,F,NA,NA,NA,N,270,0,27276351,1
1108,FA,1-Sep-10,9,3,12_6,M,A,826,170,4.86,G,NA,NA,NA,Y,3571,0,27266310,1
1109,FA,1-Sep-10,9,3,12_7,F,J,385,151,2.55,F,NA,NA,NA,Y,15412,0,27119881,1
1110,FA,1-Sep-10,9,3,12_8,M,A,614,171,3.59,F,NA,NA,NA,N,165,0,27105598,1
1111,FA,1-Sep-10,9,3,12_9,M,A,690,173,3.99,F,NA,NA,NA,Y,23209,0,27099773,1
1112,FA,1-Sep-10,9,3,12_10,F,J,428,155,2.76,F,NA,NA,NA,N,225,0,27257065,1
1113,FA,1-Sep-10,9,3,12_11,M,A,670,167,4.01,G,NA,NA,NA,Y,1713,0,27102335,1
1114,FA,1-Sep-10,9,3,12_12,M,A,567,175,3.24,F,NA,NA,NA,N,171,0,27259555,1
1115,FA,1-Sep-10,9,3,12_13,F,A,671,173,3.88,F,N,N,N,N,88,0,27122840,1
1116,FA,1-Sep-10,9,3,12_14,M,J,380,151,2.52,F,NA,NA,NA,N,101,0,27276291,1
1117,FA,1-Sep-10,9,3,12_15,F,A,449,158,2.84,F,N,N,N,N,137,0,27290837,1
1118,FA,1-Sep-10,9,3,12_16,F,J,427,152,2.81,F,NA,NA,NA,N,97,0,27121568,1
1119,FA,1-Sep-10,9,3,12_17,M,A,393,175,2.25,F,NA,NA,NA,N,627,0,27291008,1
1120,FA,1-Sep-10,9,3,12_18,M,A,667,177,3.77,G,NA,NA,NA,N,127,0,27261270,1
1121,FA,1-Sep-10,9,3,12_19,M,A,736,170,4.33,G,NA,NA,NA,Y,2732,0,27124363,1
1122,FA,1-Sep-10,9,3,12_20,F,A,581,160,3.63,F,N,N,N,N,101,0,27113270,1
1123,FA,1-Sep-10,9,3,12_21,F,J,444,171,2.6,F,NA,NA,NA,N,73,0,27100577,1
1124,FA,1-Sep-10,9,3,12_22,M,A,632,172,3.67,G,NA,NA,NA,N,145,0,27256124,1
1125,FA,1-Sep-10,9,3,12_23,M,A,610,174,3.51,G,NA,NA,NA,Y,1736,0,17059056,1
1126,FA,1-Sep-10,9,3,12_24,M,A,770,156,4.94,G,NA,NA,NA,N,142,0,27101118,1
1127,FA,1-Sep-10,9,3,12_25,M,J,418,171,2.44,F,NA,NA,NA,N,911,1,27099335,1
1128,FA,1-Sep-10,9,3,12_26,M,A,730,171,4.27,G,NA,NA,NA,Y,13166,0,27110892,1
